Source,Location ID,Jurisdiction,Latitude,Longitude,Time Zone,Local Time Zone,Distance to Shore,Directionality Coefficient,Energy Period,Maximum Energy Direction,Mean Absolute Period,Mean Wave Direction,Mean Zero-Crossing Period,Omni-Directional Wave Power,Peak Period,Significant Wave Height,Spectral Width,Water Depth,Version
DOE-WPTO US Wave dataset,308711,b'Federal',43.8129,-124.811,0,-8,50241.793,-,s,deg,s,deg,s,W/m,s,m,-,439,v1.0.0
Year,Month,Day,Hour,Minute,Significant Wave Height,Energy Period
2010,1,7,3,0,2.2920401096343994,10.755599975585938
2010,1,7,6,0,2.263040065765381,10.98900032043457
2010,1,7,9,0,2.2710399627685547,11.43019962310791
2010,1,7,12,0,2.354919910430908,12.175700187683105
2010,1,7,15,0,2.5298900604248047,13.061300277709961
2010,1,7,18,0,2.834980010986328,13.40250015258789
2010,1,7,21,0,3.168879985809326,13.121700286865234
2010,1,8,0,0,3.521519899368286,12.31820011138916
2010,1,8,3,0,3.802639961242676,12.267600059509277
2010,1,8,6,0,4.0100297927856445,12.273900032043457
2010,1,8,9,0,4.019390106201172,12.335100173950195
2010,1,8,12,0,3.912169933319092,12.202300071716309
2010,1,8,15,0,3.79328989982605,11.979299545288086
2010,1,8,18,0,3.7606499195098877,11.500399589538574
2010,1,8,21,0,4.068580150604248,10.442999839782715
2010,1,9,0,0,4.468440055847168,9.860799789428711
2010,1,9,3,0,4.4161200523376465,10.143199920654297
2010,1,9,6,0,4.343440055847168,10.222999572753906
2010,1,9,9,0,4.040259838104248,10.508500099182129
2010,1,9,12,0,3.916260004043579,10.618000030517578
2010,1,9,15,0,3.7231500148773193,11.539400100708008
2010,1,9,18,0,3.7488200664520264,12.615300178527832
2010,1,9,21,0,3.918760061264038,13.602899551391602
2010,1,10,0,0,4.12706995010376,13.927800178527832
2010,1,10,3,0,4.202750205993652,13.99370002746582
2010,1,10,6,0,4.146440029144287,13.842100143432617
2010,1,10,9,0,3.979099988937378,13.604000091552734
2010,1,10,12,0,3.797760009765625,13.064200401306152
2010,1,10,15,0,3.6466898918151855,12.2391996383667
2010,1,10,18,0,3.491230010986328,11.26159954071045
2010,1,10,21,0,3.3899099826812744,10.24590015411377
2010,1,11,0,0,3.5587000846862793,9.31309986114502
2010,1,11,3,0,3.854979991912842,9.56149959564209
2010,1,11,6,0,4.610199928283691,9.76710033416748
2010,1,11,9,0,5.583600044250488,10.379599571228027
2010,1,11,12,0,5.911240100860596,10.991999626159668
2010,1,11,15,0,5.650559902191162,11.101200103759766
2010,1,11,18,0,5.2027997970581055,11.212300300598145
2010,1,11,21,0,5.344120025634766,10.943599700927734
2010,1,12,0,0,6.260509967803955,11.31719970703125
2010,1,12,3,0,7.423630237579346,11.653499603271484
2010,1,12,6,0,6.961009979248047,11.671899795532227
2010,1,12,9,0,5.917230129241943,12.018600463867188
2010,1,12,12,0,5.462870121002197,12.325300216674805
2010,1,12,15,0,5.284900188446045,12.770000457763672
2010,1,12,18,0,5.360249996185303,12.932100296020508
2010,1,12,21,0,5.398290157318115,13.057600021362305
2010,1,13,0,0,5.427710056304932,13.054499626159668
2010,1,13,3,0,5.334219932556152,13.228300094604492
2010,1,13,6,0,5.242569923400879,13.178199768066406
2010,1,13,9,0,5.5671000480651855,12.394399642944336
2010,1,13,12,0,6.2942399978637695,11.533599853515625
2010,1,13,15,0,6.324659824371338,11.22920036315918
2010,1,13,18,0,5.632150173187256,11.48270034790039
2010,1,13,21,0,4.975319862365723,11.966300010681152
2010,1,14,0,0,4.535530090332031,12.11340045928955
2010,1,14,3,0,4.180759906768799,12.2677001953125
2010,1,14,6,0,3.9365899562835693,12.283699989318848
2010,1,14,9,0,3.775010108947754,12.180500030517578
2010,1,14,12,0,3.6866800785064697,11.730899810791016
2010,1,14,15,0,3.6075499057769775,10.968999862670898
2010,1,14,18,0,3.4895200729370117,10.145400047302246
2010,1,14,21,0,3.418829917907715,9.44480037689209
2010,1,15,0,0,3.6197400093078613,9.354000091552734
2010,1,15,3,0,3.8812499046325684,9.838399887084961
2010,1,15,6,0,4.2046799659729,9.874300003051758
2010,1,15,9,0,4.203219890594482,10.022899627685547
2010,1,15,12,0,4.420070171356201,9.765199661254883
2010,1,15,15,0,4.875889778137207,9.828700065612793
2010,1,15,18,0,5.8518900871276855,9.645400047302246
2010,1,15,21,0,5.202899932861328,10.702699661254883
2010,1,16,0,0,4.401509761810303,11.092300415039062
2010,1,16,3,0,4.055089950561523,11.236000061035156
2010,1,16,6,0,3.841749906539917,11.280200004577637
2010,1,16,9,0,3.667180061340332,11.157299995422363
2010,1,16,12,0,3.5035200119018555,10.975000381469727
2010,1,16,15,0,3.2584900856018066,10.826800346374512
2010,1,16,18,0,3.0273499488830566,10.637200355529785
2010,1,16,21,0,2.895970106124878,10.24530029296875
2010,1,17,0,0,2.7672901153564453,10.06089973449707
2010,1,17,3,0,2.682339906692505,9.590900421142578
2010,1,17,6,0,2.8105499744415283,8.540900230407715
2010,1,17,9,0,2.9714200496673584,7.974100112915039
2010,1,17,12,0,3.6705501079559326,8.173500061035156
2010,1,17,15,0,4.342490196228027,9.574999809265137
2010,1,17,18,0,5.514530181884766,10.103599548339844
2010,1,17,21,0,5.735690116882324,11.110899925231934
2010,1,18,0,0,8.133740425109863,11.271200180053711
2010,1,18,3,0,7.950439929962158,11.682700157165527
2010,1,18,6,0,8.471329689025879,11.942999839782715
2010,1,18,9,0,8.371100425720215,12.673199653625488
2010,1,18,12,0,7.353240013122559,13.582099914550781
2010,1,18,15,0,6.309939861297607,13.971699714660645
2010,1,18,18,0,5.677840232849121,13.998299598693848
2010,1,18,21,0,5.330389976501465,13.50790023803711
2010,1,19,0,0,5.051929950714111,13.490500450134277
2010,1,19,3,0,5.507110118865967,12.594799995422363
2010,1,19,6,0,6.935269832611084,11.402899742126465
2010,1,19,9,0,8.218890190124512,11.84119987487793
2010,1,19,12,0,7.522779941558838,12.757699966430664
2010,1,19,15,0,6.697199821472168,12.618900299072266
2010,1,19,18,0,6.231200218200684,12.020400047302246
2010,1,19,21,0,5.928999900817871,11.679800033569336
2010,1,20,0,0,6.250030040740967,11.247400283813477
2010,1,20,3,0,6.281310081481934,11.718299865722656
2010,1,20,6,0,6.105679988861084,12.925600051879883
2010,1,20,9,0,5.835629940032959,13.505800247192383
2010,1,20,12,0,5.522669792175293,13.425700187683105
2010,1,20,15,0,5.266260147094727,13.290900230407715
2010,1,20,18,0,5.011340141296387,13.110199928283691
2010,1,20,21,0,4.72613000869751,12.966899871826172
2010,1,21,0,0,4.5623698234558105,12.754300117492676
2010,1,21,3,0,4.775139808654785,12.132800102233887
2010,1,21,6,0,4.585549831390381,12.007599830627441
2010,1,21,9,0,4.650109767913818,11.842599868774414
2010,1,21,12,0,5.354519844055176,10.6766996383667
2010,1,21,15,0,5.970510005950928,10.075699806213379
2010,1,21,18,0,5.539249897003174,10.199199676513672
2010,1,21,21,0,4.570059776306152,10.274900436401367
2010,1,22,0,0,3.8905200958251953,10.676199913024902
2010,1,22,3,0,3.4974300861358643,11.08650016784668
2010,1,22,6,0,3.286250114440918,11.221699714660645
2010,1,22,9,0,3.1621100902557373,11.314399719238281
2010,1,22,12,0,3.140939950942993,11.490500450134277
2010,1,22,15,0,3.2085399627685547,11.887900352478027
2010,1,22,18,0,3.4395101070404053,12.687800407409668
2010,1,22,21,0,3.856760025024414,13.463800430297852
2010,1,23,0,0,4.213369846343994,13.656599998474121
2010,1,23,3,0,4.263539791107178,13.615699768066406
2010,1,23,6,0,4.151619911193848,13.328900337219238
2010,1,23,9,0,3.96766996383667,12.90149974822998
2010,1,23,12,0,3.755429983139038,12.487199783325195
2010,1,23,15,0,3.5474600791931152,12.17770004272461
2010,1,23,18,0,3.378159999847412,11.853099822998047
2010,1,23,21,0,3.225719928741455,11.51509952545166
2010,1,24,0,0,3.1319398880004883,10.907699584960938
2010,1,24,3,0,2.9934399127960205,10.643199920654297
2010,1,24,6,0,2.994080066680908,9.890000343322754
2010,1,24,9,0,3.3364200592041016,8.56879997253418
2010,1,24,12,0,3.9600799083709717,8.202300071716309
2010,1,24,15,0,4.715139865875244,8.827099800109863
2010,1,24,18,0,6.430210113525391,9.779600143432617
2010,1,24,21,0,6.692749977111816,10.002699851989746
2010,1,25,0,0,7.436429977416992,10.785400390625
2010,1,25,3,0,6.541560173034668,11.078200340270996
2010,1,25,6,0,5.381410121917725,10.872699737548828
2010,1,25,9,0,5.034520149230957,11.477999687194824
2010,1,25,12,0,6.140200138092041,13.426600456237793
2010,1,25,15,0,6.4385199546813965,14.275699615478516
2010,1,25,18,0,6.101480007171631,14.307499885559082
2010,1,25,21,0,5.658549785614014,14.011199951171875
2010,1,26,0,0,5.177380084991455,13.603400230407715
2010,1,26,3,0,4.724390029907227,13.138199806213379
2010,1,26,6,0,4.3536601066589355,12.726699829101562
2010,1,26,9,0,4.014019966125488,12.34529972076416
2010,1,26,12,0,3.7388200759887695,12.010600090026855
2010,1,26,15,0,3.5000998973846436,11.715100288391113
2010,1,26,18,0,3.281830072402954,11.451800346374512
2010,1,26,21,0,3.084709882736206,11.230400085449219
2010,1,27,0,0,2.8968100547790527,11.024900436401367
2010,1,27,3,0,2.7334001064300537,10.850500106811523
2010,1,27,6,0,2.5926098823547363,10.722299575805664
2010,1,27,9,0,2.4649300575256348,10.617899894714355
2010,1,27,12,0,2.3530099391937256,10.541099548339844
2010,1,27,15,0,2.265860080718994,10.523699760437012
2010,1,27,18,0,2.2083899974823,10.556300163269043
2010,1,27,21,0,2.1707000732421875,10.620400428771973
2010,1,28,0,0,2.1282598972320557,10.62559986114502
2010,1,28,3,0,2.0485000610351562,10.519200325012207
2010,1,28,6,0,1.9324400424957275,10.3818998336792
2010,1,28,9,0,1.8384100198745728,10.459500312805176
2010,1,28,12,0,1.9003499746322632,10.532600402832031
2010,1,28,15,0,2.1207499504089355,10.643500328063965
2010,1,28,18,0,2.5083000659942627,10.523200035095215
2010,1,28,21,0,2.795109987258911,10.873499870300293
2010,1,29,0,0,3.122159957885742,10.669099807739258
2010,1,29,3,0,3.5144898891448975,10.654800415039062
2010,1,29,6,0,4.097229957580566,10.61870002746582
2010,1,29,9,0,4.40349006652832,11.324600219726562
2010,1,29,12,0,4.61067008972168,11.684800148010254
2010,1,29,15,0,4.439760208129883,12.293000221252441
2010,1,29,18,0,4.194890022277832,12.180899620056152
2010,1,29,21,0,4.00875997543335,11.973699569702148
2010,1,30,0,0,3.868540048599243,11.75629997253418
2010,1,30,3,0,3.644710063934326,11.988900184631348
2010,1,30,6,0,3.463870048522949,12.225500106811523
2010,1,30,9,0,3.383239984512329,12.42870044708252
2010,1,30,12,0,3.399290084838867,12.64229965209961
2010,1,30,15,0,3.4381299018859863,12.778400421142578
2010,1,30,18,0,3.4129300117492676,12.751899719238281
2010,1,30,21,0,3.319380044937134,12.603400230407715
2010,1,31,0,0,3.193429946899414,12.39579963684082
2010,1,31,3,0,3.051800012588501,12.148599624633789
2010,1,31,6,0,2.9003400802612305,11.866600036621094
2010,1,31,9,0,2.739109992980957,11.56470012664795
2010,1,31,12,0,2.562160015106201,11.24899959564209
2010,1,31,15,0,2.3805699348449707,10.9266996383667
2010,1,31,18,0,2.2105300426483154,10.616700172424316
2010,1,31,21,0,2.0561599731445312,10.317899703979492
2010,2,1,0,0,1.9161499738693237,9.962200164794922
2010,2,1,3,0,1.7813700437545776,9.531000137329102
2010,2,1,6,0,1.653749942779541,8.973199844360352
2010,2,1,9,0,1.6726499795913696,8.26360034942627
2010,2,1,12,0,1.9900399446487427,7.667099952697754
2010,2,1,15,0,2.549180030822754,7.410699844360352
2010,2,1,18,0,2.901710033416748,7.671800136566162
2010,2,1,21,0,2.8573200702667236,7.9878997802734375
2010,2,2,0,0,2.7160298824310303,8.26609992980957
2010,2,2,3,0,2.5585100650787354,8.989999771118164
2010,2,2,6,0,2.7695300579071045,10.001500129699707
2010,2,2,9,0,3.1469099521636963,11.267800331115723
2010,2,2,12,0,3.4003798961639404,11.706600189208984
2010,2,2,15,0,3.371150016784668,11.666899681091309
2010,2,2,18,0,3.2770700454711914,11.196200370788574
2010,2,2,21,0,3.1140599250793457,10.920599937438965
2010,2,3,0,0,3.0232601165771484,10.297300338745117
2010,2,3,3,0,3.003499984741211,9.709500312805176
2010,2,3,6,0,2.9654901027679443,9.137399673461914
2010,2,3,9,0,2.746690034866333,9.044500350952148
2010,2,3,12,0,2.577130079269409,8.8818998336792
2010,2,3,15,0,2.5583300590515137,8.647299766540527
2010,2,3,18,0,2.6281800270080566,8.601300239562988
2010,2,3,21,0,2.7819299697875977,8.449600219726562
2010,2,4,0,0,2.72733998298645,8.733499526977539
2010,2,4,3,0,2.696969985961914,8.898599624633789
2010,2,4,6,0,2.6936800479888916,8.98330020904541
2010,2,4,9,0,2.658370018005371,9.031399726867676
2010,2,4,12,0,2.805180072784424,8.734999656677246
2010,2,4,15,0,2.87785005569458,8.870699882507324
2010,2,4,18,0,2.9189200401306152,8.970399856567383
2010,2,4,21,0,3.1787800788879395,9.041799545288086
2010,2,5,0,0,4.385169982910156,10.809800148010254
2010,2,5,3,0,5.205540180206299,11.770500183105469
2010,2,5,6,0,4.879000186920166,11.17870044708252
2010,2,5,9,0,4.20196008682251,10.8951997756958
2010,2,5,12,0,4.072269916534424,10.818900108337402
2010,2,5,15,0,4.135970115661621,10.660099983215332
2010,2,5,18,0,4.1347198486328125,9.791600227355957
2010,2,5,21,0,3.7853100299835205,9.829899787902832
2010,2,6,0,0,3.6376800537109375,9.779600143432617
2010,2,6,3,0,3.752530097961426,9.694100379943848
2010,2,6,6,0,4.016280174255371,10.380900382995605
2010,2,6,9,0,3.9986701011657715,10.728799819946289
2010,2,6,12,0,3.857569932937622,10.697999954223633
2010,2,6,15,0,3.599020004272461,11.13479995727539
2010,2,6,18,0,3.3708701133728027,11.614100456237793
2010,2,6,21,0,3.2213900089263916,12.106100082397461
2010,2,7,0,0,3.183490037918091,12.656800270080566
2010,2,7,3,0,3.317349910736084,13.312800407409668
2010,2,7,6,0,3.4481899738311768,13.587400436401367
2010,2,7,9,0,3.5767600536346436,13.562800407409668
2010,2,7,12,0,3.800379991531372,13.487299919128418
2010,2,7,15,0,3.941420078277588,13.367799758911133
2010,2,7,18,0,3.874190092086792,13.172100067138672
2010,2,7,21,0,3.641469955444336,12.809100151062012
2010,2,8,0,0,3.370579957962036,12.386300086975098
2010,2,8,3,0,3.129189968109131,12.076899528503418
2010,2,8,6,0,2.909759998321533,11.868900299072266
2010,2,8,9,0,2.6941699981689453,11.650899887084961
2010,2,8,12,0,2.5161099433898926,11.419899940490723
2010,2,8,15,0,2.4327900409698486,11.295299530029297
2010,2,8,18,0,2.406899929046631,11.250800132751465
2010,2,8,21,0,2.366919994354248,11.126700401306152
2010,2,9,0,0,2.281059980392456,10.895099639892578
2010,2,9,3,0,2.1700398921966553,10.65410041809082
2010,2,9,6,0,2.0824499130249023,10.495499610900879
2010,2,9,9,0,2.0692899227142334,10.486599922180176
2010,2,9,12,0,2.1661698818206787,10.485600471496582
2010,2,9,15,0,2.2916998863220215,10.371600151062012
2010,2,9,18,0,2.318779945373535,10.300800323486328
2010,2,9,21,0,2.2921199798583984,10.324999809265137
2010,2,10,0,0,2.2756500244140625,10.387999534606934
2010,2,10,3,0,2.2539100646972656,10.429200172424316
2010,2,10,6,0,2.2082901000976562,10.443900108337402
2010,2,10,9,0,2.1401500701904297,10.414199829101562
2010,2,10,12,0,2.043869972229004,10.315199851989746
2010,2,10,15,0,1.93586003780365,9.975700378417969
2010,2,10,18,0,2.267940044403076,7.626999855041504
2010,2,10,21,0,3.1995298862457275,7.004300117492676
2010,2,11,0,0,4.130949974060059,8.117300033569336
2010,2,11,3,0,4.33128023147583,8.848199844360352
2010,2,11,6,0,4.1509199142456055,9.187100410461426
2010,2,11,9,0,3.918750047683716,9.236499786376953
2010,2,11,12,0,4.047959804534912,8.819999694824219
2010,2,11,15,0,3.9977900981903076,8.772700309753418
2010,2,11,18,0,4.766149997711182,8.871299743652344
2010,2,11,21,0,5.16500997543335,9.87559986114502
2010,2,12,0,0,7.122399806976318,10.305100440979004
2010,2,12,3,0,6.273330211639404,11.58650016784668
2010,2,12,6,0,5.467929840087891,12.316100120544434
2010,2,12,9,0,5.047979831695557,13.05679988861084
2010,2,12,12,0,5.410610198974609,12.171600341796875
2010,2,12,15,0,6.552760124206543,10.866600036621094
2010,2,12,18,0,7.1332597732543945,11.217499732971191
2010,2,12,21,0,6.182680130004883,11.734100341796875
2010,2,13,0,0,5.614630222320557,12.197199821472168
2010,2,13,3,0,5.501979827880859,13.0600004196167
2010,2,13,6,0,5.908780097961426,14.348899841308594
2010,2,13,9,0,6.322289943695068,15.111800193786621
2010,2,13,12,0,6.472879886627197,14.370699882507324
2010,2,13,15,0,6.143219947814941,13.643500328063965
2010,2,13,18,0,5.974559783935547,12.233200073242188
2010,2,13,21,0,5.717770099639893,11.729999542236328
2010,2,14,0,0,5.693940162658691,11.559599876403809
2010,2,14,3,0,5.831230163574219,11.651000022888184
2010,2,14,6,0,6.375909805297852,12.576600074768066
2010,2,14,9,0,6.438920021057129,14.171099662780762
2010,2,14,12,0,6.175179958343506,14.656800270080566
2010,2,14,15,0,5.7782301902771,14.601900100708008
2010,2,14,18,0,5.470990180969238,14.445500373840332
2010,2,14,21,0,5.2624897956848145,14.318300247192383
2010,2,15,0,0,5.054900169372559,14.180100440979004
2010,2,15,3,0,4.874430179595947,14.019399642944336
2010,2,15,6,0,4.697269916534424,13.832599639892578
2010,2,15,9,0,4.496880054473877,13.628999710083008
2010,2,15,12,0,4.283289909362793,13.42609977722168
2010,2,15,15,0,4.052030086517334,13.208200454711914
2010,2,15,18,0,3.8095901012420654,12.92140007019043
2010,2,15,21,0,3.5441501140594482,12.513999938964844
2010,2,16,0,0,3.446929931640625,11.165499687194824
2010,2,16,3,0,3.5823400020599365,10.06659984588623
2010,2,16,6,0,3.567080020904541,9.654399871826172
2010,2,16,9,0,3.4767398834228516,9.875300407409668
2010,2,16,12,0,3.3636600971221924,10.676600456237793
2010,2,16,15,0,3.203890085220337,11.15999984741211
2010,2,16,18,0,3.1235098838806152,11.47920036315918
2010,2,16,21,0,3.164669990539551,11.77929973602295
2010,2,17,0,0,3.233750104904175,11.886500358581543
2010,2,17,3,0,3.212779998779297,11.735799789428711
2010,2,17,6,0,3.106689929962158,11.503700256347656
2010,2,17,9,0,2.975019931793213,11.273200035095215
2010,2,17,12,0,2.853610038757324,10.976799964904785
2010,2,17,15,0,2.7132699489593506,10.747599601745605
2010,2,17,18,0,2.5488901138305664,10.612099647521973
2010,2,17,21,0,2.385349988937378,10.448599815368652
2010,2,18,0,0,2.2262699604034424,10.314499855041504
2010,2,18,3,0,2.1113901138305664,10.280200004577637
2010,2,18,6,0,2.054270029067993,10.661100387573242
2010,2,18,9,0,2.0754199028015137,11.344799995422363
2010,2,18,12,0,2.1447999477386475,11.908300399780273
2010,2,18,15,0,2.190340042114258,12.057299613952637
2010,2,18,18,0,2.1957900524139404,11.600000381469727
2010,2,18,21,0,2.074199914932251,11.50790023803711
2010,2,19,0,0,1.9378999471664429,11.52750015258789
2010,2,19,3,0,1.9022899866104126,11.685099601745605
2010,2,19,6,0,1.9945800304412842,11.859600067138672
2010,2,19,9,0,2.1607799530029297,11.855799674987793
2010,2,19,12,0,2.315500020980835,11.748700141906738
2010,2,19,15,0,2.511430025100708,11.944600105285645
2010,2,19,18,0,2.776819944381714,12.475000381469727
2010,2,19,21,0,2.9954800605773926,12.734000205993652
2010,2,20,0,0,3.037410020828247,12.706500053405762
2010,2,20,3,0,2.962160110473633,12.547800064086914
2010,2,20,6,0,2.855649948120117,12.340200424194336
2010,2,20,9,0,2.7372000217437744,12.11989974975586
2010,2,20,12,0,2.6127500534057617,11.839699745178223
2010,2,20,15,0,2.4835500717163086,11.510199546813965
2010,2,20,18,0,2.3539299964904785,11.107600212097168
2010,2,20,21,0,2.219759941101074,10.721599578857422
2010,2,21,0,0,2.0703001022338867,10.485099792480469
2010,2,21,3,0,1.930899977684021,10.385499954223633
2010,2,21,6,0,1.8207800388336182,10.481300354003906
2010,2,21,9,0,1.769860029220581,10.806599617004395
2010,2,21,12,0,1.8295199871063232,11.343700408935547
2010,2,21,15,0,1.9593499898910522,12.055800437927246
2010,2,21,18,0,2.0932300090789795,12.656700134277344
2010,2,21,21,0,2.2497899532318115,13.030599594116211
2010,2,22,0,0,2.409990072250366,13.22659969329834
2010,2,22,3,0,2.5486900806427,13.13759994506836
2010,2,22,6,0,2.6552300453186035,12.91510009765625
2010,2,22,9,0,2.7019400596618652,12.721599578857422
2010,2,22,12,0,2.7222299575805664,12.531299591064453
2010,2,22,15,0,2.723129987716675,12.23900032043457
2010,2,22,18,0,2.6550400257110596,11.788299560546875
2010,2,22,21,0,2.4742701053619385,11.449299812316895
2010,2,23,0,0,2.3259799480438232,10.753999710083008
2010,2,23,3,0,2.322350025177002,9.848299980163574
2010,2,23,6,0,2.4879400730133057,9.26039981842041
2010,2,23,9,0,2.6297800540924072,9.15530014038086
2010,2,23,12,0,2.8308799266815186,8.857500076293945
2010,2,23,15,0,3.0281999111175537,8.984299659729004
2010,2,23,18,0,3.2739100456237793,9.193699836730957
2010,2,23,21,0,3.236459970474243,10.036399841308594
2010,2,24,0,0,3.41156005859375,10.284799575805664
2010,2,24,3,0,3.597209930419922,10.869999885559082
2010,2,24,6,0,3.5789899826049805,11.578800201416016
2010,2,24,9,0,3.6578099727630615,11.906800270080566
2010,2,24,12,0,3.7647600173950195,12.045299530029297
2010,2,24,15,0,3.7641799449920654,12.028200149536133
2010,2,24,18,0,3.6791601181030273,11.651399612426758
2010,2,24,21,0,3.4544498920440674,11.395500183105469
2010,2,25,0,0,3.2616899013519287,11.062999725341797
2010,2,25,3,0,3.0414700508117676,11.08549976348877
2010,2,25,6,0,2.8661000728607178,10.936400413513184
2010,2,25,9,0,2.718590021133423,10.670700073242188
2010,2,25,12,0,2.6272099018096924,10.482399940490723
2010,2,25,15,0,2.599560022354126,10.394599914550781
2010,2,25,18,0,2.6300599575042725,10.213199615478516
2010,2,25,21,0,2.6677300930023193,10.166000366210938
2010,2,26,0,0,2.8655099868774414,9.34280014038086
2010,2,26,3,0,3.1018900871276855,8.82800006866455
2010,2,26,6,0,3.826469898223877,8.306500434875488
2010,2,26,9,0,4.091169834136963,8.846599578857422
2010,2,26,12,0,3.9476099014282227,9.388799667358398
2010,2,26,15,0,3.4204399585723877,9.88759994506836
2010,2,26,18,0,3.1750500202178955,10.022199630737305
2010,2,26,21,0,3.116849899291992,10.119099617004395
2010,2,27,0,0,3.124300003051758,9.611700057983398
2010,2,27,3,0,3.5183699131011963,8.74839973449707
2010,2,27,6,0,3.7091898918151855,8.848899841308594
2010,2,27,9,0,3.3610599040985107,9.288800239562988
2010,2,27,12,0,3.198770046234131,9.922699928283691
2010,2,27,15,0,3.266619920730591,11.67199993133545
2010,2,27,18,0,3.861989974975586,13.405900001525879
2010,2,27,21,0,4.3550801277160645,13.950200080871582
2010,2,28,0,0,4.2958598136901855,13.70989990234375
2010,2,28,3,0,3.954200029373169,13.255499839782715
2010,2,28,6,0,3.683729887008667,12.839400291442871
2010,2,28,9,0,3.535399913787842,12.456299781799316
2010,2,28,12,0,3.362639904022217,12.0423002243042
2010,2,28,15,0,3.129970073699951,11.615300178527832
2010,2,28,18,0,2.888360023498535,11.232399940490723
2010,2,28,21,0,2.6664700508117676,10.917799949645996
2010,3,1,0,0,2.445039987564087,10.595199584960938
2010,3,1,3,0,2.223520040512085,10.267999649047852
2010,3,1,6,0,2.014009952545166,10.048199653625488
2010,3,1,9,0,1.9210400581359863,10.391799926757812
2010,3,1,12,0,2.1894800662994385,11.462699890136719
2010,3,1,15,0,2.78016996383667,12.216400146484375
2010,3,1,18,0,3.3187999725341797,12.56149959564209
2010,3,1,21,0,3.777590036392212,12.527000427246094
2010,3,2,0,0,4.3323798179626465,12.309000015258789
2010,3,2,3,0,4.5594801902771,13.159500122070312
2010,3,2,6,0,4.818339824676514,13.797300338745117
2010,3,2,9,0,5.103079795837402,14.14109992980957
2010,3,2,12,0,5.347670078277588,13.848600387573242
2010,3,2,15,0,5.266510009765625,13.758299827575684
2010,3,2,18,0,4.884799957275391,13.747300148010254
2010,3,2,21,0,4.539519786834717,13.285499572753906
2010,3,3,0,0,4.381579875946045,12.003700256347656
2010,3,3,3,0,4.057700157165527,11.3681001663208
2010,3,3,6,0,3.963779926300049,10.457099914550781
